verbose,epochs,replay_rate,threshold,save_to_file,num_centers,lamb,select_sample,conditional_train,conditional_prediction,Task 0,Task 1,Task 2,Task 3,Task 4,Average
False,20,0.05,,mnist.csv,1,3.25,False,True,False,0.1739952718676123,0.21449559255631734,0.144076840981857,0.9073514602215509,0.9667170953101362,0.4813272521874947
False,20,0.05,,mnist.csv,1,3.25,False,False,True,0.9716312056737588,0.8942213516160626,0.8986125933831377,0.8942598187311178,0.9011598587997983,0.9119769656407751
False,20,0.05,,mnist.csv,1,3.25,False,False,False,0.9267139479905437,0.8486777668952008,0.9007470651013874,0.9224572004028198,0.9470499243570348,0.9091291809493972
False,20,0.05,,mnist.csv,1,4.0,True,True,True,0.7257683215130024,0.7042115572967679,0.6616862326574173,0.8323262839879154,0.9737771053958648,0.7795539001701937
False,20,0.05,,mnist.csv,1,4.0,True,True,False,0.42458628841607565,0.4951028403525955,0.3121664887940235,0.8887210473313192,0.946041351487645,0.6133236032763317
False,20,0.05,,mnist.csv,1,4.0,True,False,True,0.7957446808510639,0.8809990205680706,0.8649946638207043,0.8454179254783485,0.9369641956631367,0.8648240972762649
False,20,0.05,,mnist.csv,1,4.0,True,False,False,0.9035460992907801,0.8281096963761019,0.6808964781216649,0.824269889224572,0.9500756429652042,0.8373795611956647
False,20,0.05,,mnist.csv,1,4.0,False,True,True,0.9257683215130024,0.703232125367287,0.8020277481323372,0.8710976837865055,0.9536056480080686,0.8511463053614401
False,20,0.05,,mnist.csv,1,4.0,False,True,False,0.3016548463356974,0.5117531831537708,0.403948772678762,0.9284994964753273,0.924357034795764,0.6140426666878642
False,20,0.05,,mnist.csv,1,4.0,False,False,True,0.9754137115839243,0.9211557296767875,0.8948772678762006,0.851963746223565,0.9072112960161371,0.9101243502753229
False,20,0.05,,mnist.csv,1,4.0,False,False,False,0.9626477541371158,0.8937316356513222,0.8890074706510138,0.946122860020141,0.9172970247100353,0.9217613490339257
False,20,0.05,,mnist.csv,1,,True,True,True,0.7257683215130024,0.6204701273261508,0.5341515474919958,0.6918429003021148,0.9662128088754413,0.707689141101741
False,20,0.05,,mnist.csv,1,,True,True,False,0.20756501182033096,0.24387855044074436,0.22572038420490928,0.8877139979859013,0.9732728189611699,0.5076301526826111
False,20,0.05,,mnist.csv,1,,True,False,True,0.7347517730496453,0.885896180215475,0.8943436499466382,0.7734138972809668,0.789208270297529,0.8155227541580509
False,20,0.05,,mnist.csv,1,,True,False,False,0.885579196217494,0.8227228207639569,0.62059765208111,0.8147029204431017,0.9525970751386788,0.8192399329288683
False,20,0.05,,mnist.csv,1,,False,True,True,0.8879432624113475,0.708619000979432,0.8057630736392742,0.8851963746223565,0.957135653050933,0.8489314729406686
False,20,0.05,,mnist.csv,1,,False,True,False,0.15177304964539007,0.3682664054848188,0.2865528281750267,0.9572004028197382,0.9611699445284921,0.5449925261306932
False,20,0.05,,mnist.csv,1,,False,False,True,0.9725768321513002,0.8932419196865817,0.8906083244397012,0.8348439073514602,0.8966212808875441,0.8975784529033174
False,20,0.05,,mnist.csv,1,,False,False,False,0.9612293144208038,0.8550440744368266,0.8938100320170758,0.9279959718026183,0.9445284921835603,0.9165215769721771
False,20,0.05,,mnist.csv,2,1.0,True,True,True,0.8794326241134752,0.6498530852105778,0.7513340448239061,0.8620342396777442,0.9591527987897126,0.8203613585230831
False,20,0.05,,mnist.csv,2,1.0,True,True,False,0.10638297872340426,0.1860920666013712,0.1616862326574173,0.7316213494461229,0.9636913767019667,0.42989480082605647
False,20,0.05,,mnist.csv,2,1.0,True,False,True,0.5739952718676123,0.8770812928501469,0.8740661686232657,0.8464249748237663,0.8986384266263238,0.814041226958223
False,20,0.05,,mnist.csv,2,1.0,True,False,False,0.6742316784869976,0.8222331047992164,0.7481323372465315,0.7235649546827795,0.9581442259203228,0.7852612602271696
False,20,0.05,,mnist.csv,2,1.0,False,True,True,0.9106382978723404,0.6900097943192948,0.8303094983991463,0.878147029204431,0.9440242057488654,0.8506257651088156
False,20,0.05,,mnist.csv,2,1.0,False,True,False,0.10638297872340426,0.3070519098922625,0.25667022411953044,0.9526686807653575,0.9687342410489158,0.5183016069098941
False,20,0.05,,mnist.csv,2,1.0,False,False,True,0.9716312056737588,0.9187071498530852,0.919957310565635,0.9023162134944612,0.9248613212304589,0.9274946401634798
False,20,0.05,,mnist.csv,2,1.0,False,False,False,0.9574468085106383,0.8898139079333987,0.9012806830309499,0.9365558912386707,0.9546142208774584,0.9279423023182233
False,20,0.05,,mnist.csv,2,1.75,True,True,True,0.8699763593380615,0.7149853085210578,0.6061899679829242,0.6263846928499497,0.961674230963187,0.7558421119310361
False,20,0.05,,mnist.csv,2,1.75,True,True,False,0.3550827423167849,0.44809010773751223,0.31483457844183566,0.9249748237663645,0.9561270801815431,0.5998218664888081
False,20,0.05,,mnist.csv,2,1.75,True,False,True,0.9494089834515367,0.9084231145935358,0.8479188900747066,0.7608257804632427,0.9273827534039334,0.878791904397391
False,20,0.05,,mnist.csv,2,1.75,True,False,False,0.9456264775413712,0.8756121449559255,0.6979722518676628,0.8484390735146022,0.9500756429652042,0.8635451181689533
False,20,0.05,,mnist.csv,2,1.75,False,True,True,0.8874704491725768,0.6498530852105778,0.7950907150480256,0.8841893252769386,0.9556227937468482,0.8344452736909933
False,20,0.05,,mnist.csv,2,1.75,False,True,False,0.2094562647754137,0.3604309500489716,0.2406616862326574,0.9380664652567976,0.9636913767019667,0.5424613486031614
False,20,0.05,,mnist.csv,2,1.75,False,False,True,0.9711583924349881,0.9030362389813908,0.8495197438633938,0.8494461228600202,0.9485627836611196,0.9043446563601826
False,20,0.05,,mnist.csv,2,1.75,False,False,False,0.9659574468085106,0.8873653281096964,0.87940234791889,0.9229607250755287,0.9536056480080686,0.9218582991841388
False,20,0.05,,mnist.csv,2,2.5,True,True,True,0.8066193853427897,0.643486777668952,0.5683030949839915,0.8575025176233635,0.9697428139183056,0.7691309179074806
False,20,0.05,,mnist.csv,2,2.5,True,True,False,0.3588652482269504,0.44025465230166505,0.3927427961579509,0.9244712990936556,0.951084215834594,0.6134836423229632
False,20,0.05,,mnist.csv,2,2.5,True,False,True,0.9773049645390071,0.8599412340842312,0.8500533617929562,0.7875125881168177,0.9056984367120524,0.876102117049013
False,20,0.05,,mnist.csv,2,2.5,True,False,False,0.8633569739952719,0.8036238981390793,0.7689434364994664,0.9164149043303121,0.9369641956631367,0.8578606817254533
False,20,0.05,,mnist.csv,2,2.5,False,True,True,0.9475177304964539,0.8148873653281097,0.8255069370330843,0.8444108761329305,0.9359556227937469,0.8736557063568651
False,20,0.05,,mnist.csv,2,2.5,False,True,False,0.17919621749408984,0.4089128305582762,0.28121664887940234,0.9380664652567976,0.9606656580937972,0.5536115640564726
False,20,0.05,,mnist.csv,2,2.5,False,False,False,0.9617021276595744,0.9000979431929481,0.9188900747065102,0.9073514602215509,0.9364599092284418,0.924900303001805
False,20,0.05,,mnist.csv,2,3.25,True,True,True,0.8983451536643026,0.6067580803134183,0.8025613660618997,0.8267875125881168,0.9485627836611196,0.8166029792577714
False,20,0.05,,mnist.csv,2,3.25,True,True,False,0.21843971631205675,0.2987267384916748,0.21611526147278548,0.8529707955689829,0.9687342410489158,0.5109973505788832
False,20,0.05,,mnist.csv,2,3.25,True,False,True,0.9536643026004729,0.866307541625857,0.8964781216648879,0.8187311178247734,0.9097327281896117,0.8889827623811206
False,20,0.05,,mnist.csv,2,3.25,True,False,False,0.9432624113475178,0.8594515181194907,0.6985058697972252,0.8670694864048338,0.9445284921835603,0.8625635555705257
False,20,0.05,,mnist.csv,2,3.25,False,True,True,0.9517730496453901,0.8334965719882468,0.8324439701173959,0.8585095669687814,0.9062027231467473,0.8764851763733124
False,20,0.05,,mnist.csv,2,3.25,False,True,False,0.3399527186761229,0.5225269343780607,0.40608324439701177,0.9451158106747231,0.9389813414019162,0.6305320099055669
False,20,0.05,,mnist.csv,2,3.25,False,False,True,0.9721040189125295,0.9045053868756121,0.8996798292422625,0.8751258811681772,0.8835098335854765,0.9069849899568115
False,20,0.05,,mnist.csv,2,3.25,False,False,False,0.9664302600472813,0.8653281096963761,0.8943436499466382,0.9279959718026183,0.9515885022692889,0.9211372987524407
False,20,0.05,,mnist.csv,2,4.0,True,True,True,0.684160756501182,0.7761998041136141,0.7182497331910352,0.770896273917422,0.957135653050933,0.7813284441548373
False,20,0.05,,mnist.csv,2,4.0,True,True,False,0.5011820330969267,0.6018609206660137,0.5362860192102454,0.9647532729103726,0.8804841149773072,0.6969132721721731
False,20,0.05,,mnist.csv,2,4.0,True,False,True,0.9711583924349881,0.8854064642507345,0.8858057630736392,0.8836858006042296,0.8204740292486132,0.8893060899224409
False,20,0.05,,mnist.csv,2,4.0,True,False,False,0.9130023640661938,0.8501469147894222,0.7710779082177162,0.8856998992950654,0.9470499243570348,0.8733954021450865
False,20,0.05,,mnist.csv,2,4.0,False,True,True,0.9257683215130024,0.738001958863859,0.8260405549626467,0.8766364551863042,0.9490670700958144,0.8631028721243255
False,20,0.05,,mnist.csv,2,4.0,False,True,False,0.25673758865248225,0.2781586679725759,0.20917822838847386,0.9415911379657603,0.9722642460917801,0.5315859738142145
False,20,0.05,,mnist.csv,2,4.0,False,False,True,0.9749408983451536,0.9182174338883448,0.8980789754535753,0.9018126888217523,0.9490670700958144,0.9284234133209281
False,20,0.05,,mnist.csv,2,4.0,False,False,False,0.9725768321513002,0.8922624877571009,0.8996798292422625,0.9279959718026183,0.9339384770549672,0.9252907196016498
False,20,0.01,,mnist.csv,1,,True,True,True,0.34657210401891253,0.3952007835455436,0.2742796157950907,0.337865055387714,0.9757942511346445,0.46594236197638106
False,20,0.01,,mnist.csv,1,,True,True,False,0.09739952718676123,0.22918707149853085,0.163820704375667,0.6787512588116817,0.9712556732223904,0.42808284701900623
False,20,0.01,,mnist.csv,1,,True,False,True,0.518676122931442,0.346718903036239,0.6013874066168623,0.5468277945619335,0.9112455874936964,0.5849711629280346
False,20,0.01,,mnist.csv,1,,True,False,False,0.27328605200945627,0.3770812928501469,0.16862326574172892,0.45720040281973817,0.9843671205244579,0.4521116267891056
False,20,0.01,,mnist.csv,1,,False,True,True,0.7995271867612294,0.6057786483839374,0.4727854855923159,0.7341389728096677,0.972768532526475,0.7169997652147251
False,20,0.01,,mnist.csv,1,,False,True,False,0.042080378250591015,0.0920666013712047,0.11366061899679829,0.8484390735146022,0.9788199697428139,0.41501332837520205
False,20,0.01,,mnist.csv,1,,False,False,True,0.875177304964539,0.6944172380019589,0.6350053361792957,0.7462235649546828,0.9742813918305597,0.7850209671862072
False,20,0.01,,mnist.csv,1,,False,False,False,0.866193853427896,0.6929480901077375,0.6899679829242262,0.8942598187311178,0.9576399394856279,0.8202019369353211
False,20,0.01,,mnist.csv,1,1,True,True,True,0.32671394799054376,0.34427032321253676,0.45624332977588045,0.4068479355488419,0.9793242561775088,0.5026799585410624
False,20,0.01,,mnist.csv,1,1,True,True,False,0.027423167848699765,0.14838393731635652,0.12326574172892209,0.6430010070493454,0.9793242561775088,0.38427962202416655
False,20,0.01,,mnist.csv,1,1,True,False,True,0.7498817966903073,0.6625857002938296,0.5544290288153682,0.5986908358509567,0.9425113464447806,0.7016197416190485
False,20,0.01,,mnist.csv,1,1,True,False,False,0.28085106382978725,0.31341821743388837,0.32283884738527213,0.6717019133937563,0.9747856782652546,0.5127191440615917
False,20,0.01,,mnist.csv,1,1,False,True,True,0.8080378250591016,0.545543584720862,0.47118463180362863,0.7487411883182276,0.9773071104387292,0.7101628680681097
False,20,0.01,,mnist.csv,1,1,False,True,False,0.059574468085106386,0.15817825661116552,0.16755602988260407,0.8741188318227593,0.9737771053958648,0.4466409383595
False,20,0.01,,mnist.csv,1,1,False,False,True,0.8936170212765957,0.6625857002938296,0.7209178228388474,0.7849949647532729,0.9586485123550177,0.8041528043035127
False,20,0.01,,mnist.csv,1,1,False,False,False,0.8208037825059101,0.544564152791381,0.6328708644610459,0.7678751258811681,0.9742813918305597,0.748079063494013
False,20,0.01,,mnist.csv,1,2,True,True,True,0.4397163120567376,0.41429970617042117,0.3110992529348986,0.48892245720040284,0.983358547655068,0.5274792552035057
False,20,0.01,,mnist.csv,1,2,True,True,False,0.07848699763593381,0.09941234084231146,0.11152614727854857,0.48036253776435045,0.9757942511346445,0.3491164549311577
False,20,0.01,,mnist.csv,1,2,True,False,True,0.2222222222222222,0.5357492654260528,0.6221985058697972,0.48439073514602216,0.9541099344427635,0.5637341326213716
False,20,0.01,,mnist.csv,1,2,True,False,False,0.6288416075650118,0.6297747306562194,0.4311632870864461,0.6847935548841894,0.9536056480080686,0.665635765639987
False,20,0.01,,mnist.csv,1,2,False,True,True,0.7437352245862884,0.4040156709108717,0.5138740661686233,0.7371601208459214,0.9778113968734241,0.6753192958770258
False,20,0.01,,mnist.csv,1,2,False,True,False,0.13664302600472814,0.33202742409402547,0.33778014941302026,0.9018126888217523,0.9470499243570348,0.5310626425381122
False,20,0.01,,mnist.csv,1,2,False,False,True,0.8444444444444444,0.6660137120470128,0.6819637139807898,0.7844914400805639,0.9672213817448311,0.7888269384595284
False,20,0.01,,mnist.csv,1,2,False,False,False,0.7981087470449173,0.5940254652301665,0.6168623265741728,0.8046324269889225,0.967725668179526,0.756270926803541
False,20,0.01,,mnist.csv,1,4,True,True,True,0.3380614657210402,0.4079333986287953,0.31803628601921025,0.36253776435045315,0.9808371154815936,0.48148120604021843
False,20,0.01,,mnist.csv,1,4,True,True,False,0.13380614657210402,0.27962781586679725,0.2486659551760939,0.5070493454179255,0.967725668179526,0.4273749862424894
False,20,0.01,,mnist.csv,1,4,True,False,True,0.4761229314420804,0.524975514201763,0.5170757737459979,0.6107754279959718,0.9803328290468987,0.6218564952865423
False,20,0.01,,mnist.csv,1,4,True,False,False,0.4226950354609929,0.638099902056807,0.49626467449306294,0.6445115810674723,0.9379727685325264,0.6279087923221722
False,20,0.01,,mnist.csv,1,4,False,True,True,0.7730496453900709,0.44123408423114596,0.35005336179295626,0.6616314199395771,0.9843671205244579,0.6420671263756416
False,20,0.01,,mnist.csv,1,4,False,True,False,0.04066193853427896,0.10626836434867777,0.10032017075773746,0.8086606243705942,0.9697428139183056,0.4051307823859188
False,20,0.01,,mnist.csv,1,4,False,False,True,0.8780141843971632,0.7076395690499511,0.7102454642475987,0.7623363544813696,0.9657085224407463,0.8047888189233656
False,20,0.01,,mnist.csv,1,4,False,False,False,0.891725768321513,0.7629774730656219,0.7961579509071505,0.8947633434038268,0.9319213313161876,0.8555091734028599
False,20,0.01,,mnist.csv,2,,True,True,True,0.391016548463357,0.38638589618021546,0.3303094983991462,0.378147029204431,0.9848714069591528,0.49414607584126047
False,20,0.01,,mnist.csv,2,,True,True,False,0.10591016548463357,0.19441723800195887,0.15474919957310565,0.6888217522658611,0.9591527987897126,0.4206102308230544
False,20,0.01,,mnist.csv,2,,True,False,True,0.40756501182033095,0.6616062683643487,0.4834578441835646,0.5493454179254783,0.961674230963187,0.6127297546513819
