verbose,epochs,replay_rate,threshold,save_to_file,num_centers,lamb,select_sample,conditional_train,conditional_prediction,same_initial,Task 0,Task 1,Task 2,Task 3,Task 4,Average
False,20,0.1,,mnist_replay.csv,4,1,False,False,True,False,0.9966903073286052,0.6787463271302644,0.6910352187833512,0.40080563947633435,0.39334341906202724,0.6321241823561163
False,20,0.1,,mnist_replay.csv,4,2,False,False,True,True,0.9966903073286052,0.5137120470127327,0.7145144076840982,0.4697885196374622,0.24407463439233484,0.5877559832110466
False,20,0.1,,mnist_replay.csv,4,2,False,False,True,False,0.9938534278959811,0.5744368266405485,0.6616862326574173,0.7603222557905337,0.44478063540090773,0.6870158756770777
False,20,0.2,,mnist_replay.csv,1,,False,False,True,True,0.9962174940898345,0.6527913809990206,0.41889007470651013,0.6107754279959718,0.43116490166414523,0.6219678558910964
False,20,0.2,,mnist_replay.csv,1,,False,False,True,False,0.9981087470449173,0.6944172380019589,0.3815368196371398,0.38368580060422963,0.13968734241048916,0.519487189539747
False,20,0.2,,mnist_replay.csv,1,1,False,False,True,True,0.9966903073286052,0.38001958863858964,0.5891141942369263,0.5906344410876133,0.3787191124558749,0.5870355287495219
False,20,0.2,,mnist_replay.csv,1,1,False,False,True,False,0.9971631205673759,0.7757100881488737,0.39327641408751335,0.49295065458207454,0.653555219364599,0.6625310993500874
False,20,0.2,,mnist_replay.csv,1,2,False,False,True,True,0.9971631205673759,0.7213516160626836,0.4215581643543223,0.595166163141994,0.44528492183560264,0.6361047971923957
False,20,0.2,,mnist_replay.csv,1,2,False,False,True,False,0.9966903073286052,0.8036238981390793,0.69957310565635,0.9128902316213494,0.46394351991931415,0.7753442125329396
False,20,0.2,,mnist_replay.csv,4,,False,False,True,True,0.9962174940898345,0.6464250734573947,0.4637139807897545,0.6903323262839879,0.4921835602622289,0.6577744869766401
False,20,0.2,,mnist_replay.csv,4,,False,False,True,False,0.9952718676122931,0.8153770812928501,0.9535752401280683,0.9003021148036254,0.4296520423600605,0.8188356692393794
False,20,0.2,,mnist_replay.csv,4,1,False,False,True,True,0.9947990543735225,0.6493633692458374,0.4989327641408751,0.850453172205438,0.47100353000504286,0.6929103779941432
False,20,0.2,,mnist_replay.csv,4,1,False,False,True,False,0.9962174940898345,0.7615083251714005,0.9268943436499466,0.6576032225579054,0.3978819969742814,0.7480210764886737
False,20,0.2,,mnist_replay.csv,4,2,False,False,True,True,0.9933806146572104,0.8290891283055828,0.8191035218783351,0.8882175226586103,0.4518406454866364,0.796326286597275
False,20,0.1,,mnist_replay.csv,1,,False,False,True,True,0.9692671394799054,0.9255631733594515,0.9295624332977588,0.9546827794561934,0.9793242561775088,0.9516799563541636
False,20,0.1,,mnist_replay.csv,1,,False,False,True,False,0.9635933806146572,0.9142997061704211,0.9087513340448239,0.9541792547834844,0.9838628340897629,0.94493730194063
False,20,0.1,,mnist_replay.csv,1,2,False,False,True,True,0.9631205673758865,0.9255631733594515,0.9311632870864461,0.9431017119838873,0.9717599596570852,0.9469417398925513
False,20,0.2,,mnist_replay.csv,4,2,False,False,True,False,0.9966903073286052,0.5871694417238001,0.6312700106723586,0.5634441087613293,0.44730206757438223,0.6451751872120951
False,20,0.1,,mnist_replay.csv,1,2,False,False,True,False,0.9612293144208038,0.9236043095004897,0.9194236926360726,0.9551863041289023,0.978315683308119,0.9475518607988775
