verbose,epochs,replay_rate,threshold,save_to_file,num_centers,lamb,select_sample,conditional_train,conditional_prediction,same_initial,Task 0,Task 1,Task 2,Task 3,Task 4,Average
False,20,0.2,,mnist_contitonal_all.csv,4,,True,False,True,False,0.9905437352245863,0.944662095984329,0.9092849519743863,0.9441087613293051,0.9692385274836107,0.9515676143992435
False,20,0.2,,mnist_contitonal_all.csv,4,,False,False,True,True,0.9862884160756501,0.94564152791381,0.9413020277481323,0.959718026183283,0.9586485123550177,0.9583197020551786
False,20,0.2,,mnist_contitonal_all.csv,4,,False,False,True,False,0.9872340425531915,0.951028403525955,0.9381003201707577,0.9672708962739174,0.9712556732223904,0.9629778671492424
False,20,0.2,,mnist_contitonal_all.csv,4,1,True,False,True,True,0.9843971631205674,0.9515181194906954,0.9114194236926361,0.9657603222557906,0.972768532526475,0.9571727122172329
False,20,0.2,,mnist_contitonal_all.csv,4,1,True,False,True,False,0.9881796690307328,0.955435847208619,0.9397011739594451,0.9687814702920443,0.951084215834594,0.9606364752650871
False,20,0.2,,mnist_contitonal_all.csv,4,1,False,False,True,True,0.9825059101654846,0.9480901077375122,0.9514407684098186,0.972809667673716,0.9702471003530005,0.9650187108679065
False,20,0.2,,mnist_contitonal_all.csv,4,1,False,False,True,False,0.975886524822695,0.9422135161606269,0.9413020277481323,0.9657603222557906,0.9672213817448311,0.9584767545464151
False,20,0.2,,mnist_contitonal_all.csv,4,2,True,False,True,True,0.9891252955082742,0.9441723800195886,0.8457844183564568,0.9627391742195368,0.9773071104387292,0.943825675708517
False,20,0.2,,mnist_contitonal_all.csv,4,2,True,False,True,False,0.9796690307328605,0.9441723800195886,0.9028815368196371,0.9531722054380665,0.9646999495713565,0.9489190205163018
False,20,0.2,,mnist_contitonal_all.csv,4,2,False,False,True,True,0.9843971631205674,0.9436826640548482,0.9493062966915689,0.9692849949647533,0.9742813918305597,0.9641905021324595
False,20,0.2,,mnist_contitonal_all.csv,4,2,False,False,True,False,0.9843971631205674,0.9500489715964741,0.9391675560298826,0.9692849949647533,0.9717599596570852,0.9629317290737525
False,20,0.05,,mnist_contitonal_all.csv,1,,True,True,True,True,0.04018912529550828,0.1307541625857003,0.13927427961579508,0.9431017119838873,0.9768028240040343,0.44602442069698506
False,20,0.05,,mnist_contitonal_all.csv,1,,True,True,True,False,0.08652482269503546,0.10577864838393732,0.1376734258271078,0.7844914400805639,0.9899142713061019,0.4208765216585492
False,20,0.05,,mnist_contitonal_all.csv,1,,False,True,True,True,0.04822695035460993,0.08080313418217434,0.06990394877267876,0.9335347432024169,0.9909228441754917,0.4246783241374743
False,20,0.05,,mnist_contitonal_all.csv,1,,False,True,True,False,0.02127659574468085,0.09745347698334966,0.09338313767342583,0.9199395770392749,0.9873928391326273,0.42388912531467166
False,20,0.1,,mnist_contitonal_all.csv,1,,True,True,True,True,0.14373522458628843,0.19539666993143975,0.13660618996798293,0.9204431017119838,0.9878971255673222,0.47681566235300343
False,20,0.1,,mnist_contitonal_all.csv,1,,True,True,True,False,0.25721040189125294,0.19980411361410383,0.19797225186766276,0.9239677744209466,0.9878971255673222,0.5133703334722577
False,20,0.1,,mnist_contitonal_all.csv,1,,False,True,True,True,0.04822695035460993,0.11263467189030363,0.12166488794023479,0.9531722054380665,0.9873928391326273,0.44461831095116844
False,20,0.1,,mnist_contitonal_all.csv,1,,False,True,True,False,0.06761229314420804,0.07492654260528893,0.08911419423692636,0.9496475327291037,0.9914271306101866,0.4345455386651428
False,20,0.2,,mnist_contitonal_all.csv,1,,True,True,True,True,0.11205673758865248,0.17482859941234083,0.14781216648879403,0.9697885196374623,0.9904185577407968,0.4789809161736093
False,20,0.2,,mnist_contitonal_all.csv,1,,True,True,True,False,0.18865248226950354,0.2335945151811949,0.11632870864461047,0.8841893252769386,0.9884014120020171,0.48223328867485293
False,20,0.2,,mnist_contitonal_all.csv,1,,False,True,True,True,0.08085106382978724,0.07786483839373164,0.12700106723585913,0.9672708962739174,0.9858799798285426,0.44777356911236754
False,20,0.2,,mnist_contitonal_all.csv,1,,False,True,True,False,0.08936170212765958,0.15964740450538686,0.14887940234791888,0.9647532729103726,0.9904185577407968,0.4706120679264269
